Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
1117,540,H,Oklahoma,35,59,94,30.5,31,-15000,14
1117,541,N,SantaClara,37,24,61,130,129,400,72
1117,542,N,UAB,30,34,64,10,10,-500,4.5
1117,543,V,FlaAtlantic,35,27,62,144.5,144,2000,76.5
1117,544,H,Arizona,39,36,75,18,22,-4000,11
1117,545,V,BoiseState,28,24,52,153,156.5,775,82
1117,546,H,Siena,47,35,82,12.5,14,-1200,3.5
1117,547,V,St.Bonaventure,38,39,77,142.5,144,150,76
1117,548,H,Marist,28,26,54,5,3.5,-170,5.5
1117,549,V,TennesseeChat,37,38,75,156,158,775,84
1117,550,H,Missouri,43,60,103,14,13.5,-1200,7
1118,721,V,Pennsylvania,27,37,64,127.5,126.5,100,2
1118,722,H,Drexel,34,32,66,2,pk,-120,69.5
1118,723,V,Richmond,38,33,71,142,143,1150,76.5
1118,724,H,Syracuse,31,45,76,16.5,16.5,-1800,12
1118,725,V,FloridaState,19,46,65,3,1.5,-125,1
1118,726,H,LaSalle,22,39,61,141.5,137.5,105,69.5
1118,727,V,DetroitU,29,29,58,128,129.5,325,68.5
1118,728,H,WesternMichigan,27,44,71,8.5,8.5,-400,6.5
1118,729,V,Dartmouth,36,46,82,137.5,138,3000,77
1118,730,H,Providence,46,54,100,23.5,24.5,-7000,12
1118,731,V,IdahoU,11,35,46,139,139.5,NL,73
1118,732,H,Gonzaga,47,33,80,27.5,28,NL,10
1118,733,V,IndianaState,33,46,79,3.5,2.5,-150,2
1118,734,H,NoIllinois,38,48,86,132.5,133.5,130,73.5
1118,735,V,CentralFlorida,21,31,52,135,136,155,69.5
1118,736,H,Valparaiso,30,39,69,4,3.5,-175,0.5
1118,737,V,Tulane,25,26,51,134.5,135,2000,71.5
1118,738,H,Texas,42,34,76,21.5,21,-4000,8.5
1118,739,V,YoungstownState,18,31,49,141,141,2000,72
1118,740,H,Maryland,37,36,73,19,21,-4000,8
1118,741,V,SouthAlabama,27,44,71,151.5,151.5,475,79.5
1118,742,H,Mississippi,46,43,89,10,11.5,-650,2.5
1118,743,V,WiscGreenBay,33,27,60,135,136,450,72.5
1118,744,H,UtahU,34,45,79,7.5,10.5,-600,6.5
1118,745,V,Kentucky,25,33,58,160.5,160.5,1375,80.5
1118,746,H,NorthCarolina,41,36,77,16,18,-2400,7.5
1118,747,V,Nevada,27,24,51,134.5,130.5,230,31.5
1118,748,H,SanDiego,37,28,65,5,6.5,-270,1
1118,749,V,NewMexicoState,24,36,60,145,142,1100,72.5
1118,750,H,USC,34,39,73,16,15.5,-1700,6.5
1118,751,V,BYU,32,50,82,9.5,11.5,-700,4.5
1118,752,H,Pepperdine,21,32,53,133,139,500,71
1118,753,V,CSNorthridge,42,43,85,151,148,600,82
1118,754,H,Stanford,52,51,103,10.5,12.5,-900,5
1118,755,V,SanFrancisco,36,38,74,140.5,140,775,74
1118,756,H,California,38,49,87,14.5,13,-1200,6.5
1118,757,V,ClevelandState,26,37,63,139.5,142,450,75.5
1118,758,H,WashingtonU,48,30,78,10,10.5,-600,1.5
1118,759,V,ArizonaState,23,36,59,3.5,2.5,-145,3
1118,760,H,SanDiegoState,24,28,52,123,126.5,125,66
1118,761,N,EasternMichigan,30,30,60,128,128.5,220,67
1118,762,N,Georgia,32,29,61,5,6,-260,3.5
1118,763,V,LoyolaChicago,14,32,46,142,137.5,1500,71
1118,764,H,Purdue,40,38,78,19,18,-3000,6
1118,765,N,LoyolaMaryland,25,47,72,149.5,149.5,158,1
1118,766,N,Cornell,36,46,82,4.5,4,-180,76.5
1118,767,V,St.Johns,40,30,70,139,137.5,320,76
1118,768,H,BostonCollege,43,39,82,7.5,8,-400,4
1118,769,N,MissValleySt,23,31,54,140,139,450,71
1118,770,N,JamesMadison,30,32,62,10.5,9.5,-600,4.5
1118,771,V,Davidson,34,44,78,149,150,185,35
1118,772,H,Oklahoma,38,44,82,4,5,-225,1
1118,773,N,FlaAtlantic,32,33,65,130,124,230,67.5
1118,774,N,SantaClara,30,31,61,6.5,6,-270,4.5
1118,775,V,UAB,41,31,72,147,144.5,190,77.5
1118,776,H,Arizona,31,40,71,4,5.5,-230,5
1118,777,V,IdahoState,30,23,64,NL,NL,195,NL
1118,778,H,Hawaii,26,27,67,5,5.5,-235,NL
1118,779,V,Buffalo,41,28,69,2.5,4,-185,72
1118,780,H,Canisius,24,40,64,136,137.5,160,2.5
1118,781,V,TennMartin,31,33,64,166,167,3500,87.5
1118,782,H,Tennessee,57,34,91,25,27,-8500,10
1118,783,V,MontanaState,37,35,85,131.5,128,775,69.5
1118,784,H,Colorado,30,42,82,11,14,-1200,10.5
1118,785,V,GeorgiaSouthern,41,38,79,149.5,148.5,575,80.5
1118,786,H,UTEP,39,57,96,10,12.5,-850,7.5
1118,787,V,NorthernColorado,35,39,74,140.5,139.5,295,74.5
1118,788,H,ColoradoState,35,50,85,7,8.5,-355,5.5
1118,789,V,PortlandU,38,38,76,139.5,143,385,75
1118,790,H,PortlandState,35,46,81,9,9,-485,6.5
1118,791,V,SacramentoState,24,25,49,134.5,128.5,335,68.5
1118,792,H,CalRiverside,33,28,61,8.5,8.5,-420,2.5
1119,521,V,NCWilmington,44,44,88,166,169,2500,88.5
1119,522,H,WakeForest,61,59,120,17.5,24,-5000,9.5
1119,523,V,BallState,29,26,55,119,116.5,700,65
1119,524,H,Butler,31,33,64,14.5,12.5,-1100,7
1119,525,V,SouthFlorida,34,41,75,146,141,280,75
1119,526,H,Virginia,34,43,77,7,7.5,-340,4.5
1119,527,V,NorthernIowa,33,44,77,118,121,195,66.5
1119,528,H,IllinoisChicago,31,53,84,5.5,5.5,-235,4.5
1119,529,V,Nebraska,37,25,62,3.5,5.5,-220,67
1119,530,H,TCU,24,26,50,126.5,125,180,0.5
1119,531,V,KentState,24,35,76,116,1.5,-125,63.5
1119,532,H,SaintLouis,20,39,74,1,119.5,105,0.5
1119,533,V,Niagara,30,32,62,160.5,158.5,1250,81
1119,534,H,Villanova,36,41,77,18.5,16.5,-2000,8
1119,535,V,NCCharlotte,35,33,84,1,2,-133,2
1119,536,H,AppalachianSt,36,32,87,149,148.5,113,78.5
1119,537,V,Wofford,23,17,40,133.5,138,3000,73
1119,538,H,Clemson,42,51,93,22,23.5,-7000,9.5
1119,539,V,MoreheadState,39,31,70,123.5,123,925,70
1119,540,H,Drake,35,51,86,15,14.5,-1400,9.5
1119,541,V,MurrayState,28,19,47,138,133,-110,67.5
1119,542,H,ArkansasState,23,32,55,pk,pk,-110,1
1119,543,V,E.Washington,33,41,74,122,124.5,310,68
1119,544,H,CalIrvine,30,39,69,7.5,8,-370,6
1120,705,V,Illinois,36,33,69,127,134.5,220,73.5
1120,706,H,Vanderbilt,35,28,63,4,6,-260,4.5
1120,707,V,UCDavis,27,32,59,148.5,147,550,75.5
1120,708,H,Arkansas,36,32,68,13,11.5,-750,4
1120,709,V,Tulsa,28,45,73,141,140.5,300,0.5
1120,710,H,OklahomaState,54,37,91,7,8,-360,76.5
1120,711,V,FloridaIntl,26,25,51,140.5,142,2600,72
1120,712,H,WashingtonU,25,49,74,18,21.5,-4000,12
1120,713,N,Fairfield,31,26,57,127,126.5,425,69
1120,714,N,VirginiaTech,40,34,74,11.5,9,-550,3
1120,715,N,Missouri,32,39,71,150,147.5,120,77
1120,716,N,Xavier,35,40,75,4,2.5,-140,1
1120,717,N,TennesseeChat,35,36,71,164,158.5,2800,83.5
1120,718,N,MemphisU,47,36,83,21,23,-4700,10.5
1120,719,N,USC,43,18,61,8.5,8,-360,0.5
1120,720,N,SetonHall,28,35,63,138,134.5,300,72
1120,721,N,CalPolySLO,33,43,76,125,126,135,69.5
1120,722,N,Rice,36,45,81,3,3,-155,1
1120,723,V,NorthFlorida,12,29,41,132.5,133,NL,67
1120,724,H,BYU,35,39,74,32.5,35.5,NL,15.5
1120,725,N,SoIllinois,23,35,58,139.5,134.5,625,69.5
1120,726,N,Duke,29,54,83,12.5,12.5,-850,6
1120,727,N,Michigan,23,32,55,127.5,129,370,68.5
1120,728,N,UCLA,29,23,52,12,8.5,-470,4
1120,729,V,Iowa,32,38,70,9,9.5,-450,2
1120,730,H,TheCitadel,20,28,48,123.5,121,350,64
1120,731,V,NorthernArizona,31,40,71,134.5,135.5,1490,75
1120,732,H,UNLV,54,33,87,17,19.5,-2250,6.5
1121,527,V,Delaware,35,50,85,148.5,144.5,145,76.5
1121,528,H,St.Bonaventure,38,43,81,3,3,-165,1
1121,529,V,Akron,27,40,67,127,129,2819,69.5
1121,530,H,Pittsburgh,45,41,86,21,20,-4219,7
1121,531,V,Tennessee,36,40,76,10,10.5,-620,5.5
1121,532,H,MiddleTennSt,32,34,66,160,158,460,83
1121,533,V,Pepperdine,36,30,66,141,143.5,1290,76.5
1121,534,H,NewMexicoState,37,53,90,14,16.5,-1750,9.5
1121,535,V,Oregon,39,45,84,5,5,-240,1.5
1121,536,H,CalIrvine,34,43,77,138,135,200,73
1121,537,V,Yale,25,33,58,144.5,140,550,72.5
1121,538,H,PortlandU,37,40,77,10,11.5,-750,3.5
1121,539,V,NotreDame,36,29,65,21,22.5,-4200,13
1121,540,H,LoyolaMarymount,30,24,54,141.5,142,2800,74.5
1121,541,V,NorthCarolina,45,39,84,17.5,17.5,-2408,8.5
1121,542,H,CalSantaBarb,37,30,67,148,146.5,1648,78
1121,543,N,Fairfield,29,30,59,142,142.5,500,75.5
1121,544,N,Missouri,40,47,87,10.5,11,-700,4
1121,545,N,VirginiaTech,25,27,62,134.5,132,120,68.5
1121,546,N,Xavier,23,29,63,1,2.5,-140,2
1121,547,N,TennesseeChat,29,17,46,147,145.5,840,77.5
1121,548,N,USC,39,34,73,13,13.5,-1100,5.5
1121,549,N,SetonHall,30,40,70,142,142,740,76
1121,550,N,MemphisU,44,40,84,13,13,-1000,4.5
1121,551,N,SoMississippi,24,36,60,136,135.5,230,0.5
1121,552,N,MiamiFlorida,36,34,70,6.5,6.5,-270,72.5
1121,553,N,SanDiego,37,36,73,6,6.5,-270,1.5
1121,554,N,Valparaiso,30,36,66,129,128.5,230,69.5
1121,555,N,LaSalle,40,41,81,143,147.5,1705,78.5
1121,556,N,Connecticut,46,43,89,16,18,-2465,9.5
1121,557,N,Iona,23,29,58,118,122,1140,64
1121,558,N,Wisconsin,28,24,60,16,15.5,-1600,8
1121,559,N,MorganState,37,35,72,134,138.5,230,73
1121,560,N,Marshall,30,37,67,6,6.5,-270,5.5
1121,561,N,RollinsCollege,36,39,75,NL,NL,NL,NL
1121,562,N,WiscGreenBay,22,35,57,NL,NL,NL,NL
1121,563,N,Mississippi,36,36,72,1.5,1.5,-130,3
1121,564,N,UtahU,46,37,83,143,144.5,110,78.5
1121,565,N,SoIllinois,33,27,60,128.5,123.5,280,67.5
1121,566,N,UCLA,35,42,77,8,7.5,-340,4
1121,567,N,Michigan,31,25,56,137,141.5,840,75
1121,568,N,Duke,39,32,71,14,13.5,-1100,6
1121,569,N,NorthFlorida,14,28,42,125,127,500,66
1121,570,N,CalPolySLO,38,38,76,11,11,-700,0.5
1121,571,V,Rice,23,29,52,142,137.5,2400,72.5
1121,572,H,BYU,43,40,83,21,21,-3800,7
1121,573,V,NoIllinois,39,34,73,155.5,150.5,200,81
1121,574,H,TennesseeState,40,35,75,6,5,-240,3.5
1121,575,V,SacramentoState,28,27,55,115,116,NL,64
1121,576,H,WashingtonState,41,35,76,29,28,NL,13
1122,719,V,LoyolaChicago,25,29,54,129,131,180,68
1122,720,H,WesternMichigan,20,31,51,7,4.5,-220,3.5
1122,721,V,GeoWashington,44,27,71,134.5,138.5,205,75
1122,722,H,Auburn,29,54,83,4.5,5.5,-245,6
1122,723,V,WrightState,32,27,68,4,3,-160,3
1122,724,H,CentralMichigan,35,24,70,124,125.5,140,69
1122,725,V,Drexel,25,28,53,123,127,2875,68.5
1122,726,H,Georgetown,42,39,81,23,21,-6500,7.5
1122,727,V,VaCommonwealth,43,43,86,144.5,145.5,100,79.5
1122,728,H,RhodeIsland,43,49,92,1.5,1,-120,1
1122,729,V,Harvard,34,23,57,143.5,136.5,475,72
1122,730,H,Colorado,29,41,70,10.5,10.5,-650,7.5
1122,731,V,FresnoState,23,33,56,133,137.5,850,72.5
1122,732,H,SanDiegoState,40,40,80,16.5,14,-1300,4
1122,733,V,GeorgeMason,38,39,77,8,6,-255,4.5
1122,734,H,EastCarolina,39,32,71,135.5,137.5,215,74
1122,735,V,KansasState,35,34,69,142,143.5,115,73
1122,736,H,ClevelandState,23,36,59,2,2,-135,4
1122,737,V,Clemson,36,35,71,4,4,-172,2
1122,738,H,NCCharlotte,34,36,70,145.5,147,152,78.5
1122,739,V,EasternMichigan,21,26,47,123,123.5,115,64.5
1122,740,H,DetroitU,18,44,62,1.5,2,-135,1.5
1122,741,V,Northwestern,48,25,73,2.5,4.5,-190,68.5
1122,742,H,Brown,26,38,64,120,125.5,165,1.5
1122,743,V,Buffalo,21,28,49,128,136,243,70.5
1122,744,H,Evansville,32,32,64,5.5,6.5,-285,1
1122,745,V,Arkansas,20,37,57,142,136.5,142,0.5
1122,746,H,MissouriSt,28,34,62,3,3.5,-162,69
1122,747,V,BostonCollege,23,27,50,1.5,1.5,-120,1
1122,748,H,SaintLouis,23,30,53,124.5,127,100,67
1122,749,V,UAB,47,30,77,137,136,115,75.5
1122,750,H,OldDominion,37,25,62,pk,2,-135,3.5
1122,751,V,Depaul,34,33,67,140,141,115,75
1122,752,H,IllinoisChicago,33,30,63,3.5,2,-135,1
1122,753,V,LouisianaTech,29,40,69,125,124.5,450,66.5
1122,754,H,ArkansasLR,30,48,78,8,10.5,-600,5.5
1122,755,V,WiscMilwaukee,40,40,80,153,154.5,1650,83.5
1122,756,H,Marquette,45,55,100,19.5,19.5,-3300,10
1122,757,V,CentralFlorida,32,23,55,140,141,1500,75
1122,758,H,NewMexico,36,27,63,15,18,-3000,9.5
1122,759,V,MinnesotaU,32,40,72,2,135.5,100,1
1122,760,H,ColoradoState,38,33,71,135,pk,-120,72.5
1122,761,V,OregonState,35,36,71,126,126,775,69
1122,762,H,Nevada,36,43,79,13.5,13,-1200,7
1122,763,N,Marshall,30,36,66,4,2,-140,3
1122,764,N,WiscGreenBay,39,33,72,131.5,137,120,74
1122,765,N,MorganState,18,19,37,135,129.5,330,67
1122,766,N,UtahU,26,40,66,7.5,9,-410,2.5
1122,767,N,LaSalle,36,29,72,138,138,160,72.5
1122,768,N,SoMississippi,22,43,76,4,4,-185,5.5
1122,769,N,Iona,33,42,75,125,129.5,108,67.5
1122,770,N,Valparaiso,15,40,55,3,2,-128,5
1122,771,V,MoreheadState,20,21,41,132.5,134.5,5500,71
1122,772,H,Louisville,29,50,79,29,30,-13500,14
1122,773,N,FloridaA&M,30,34,64,143.5,139,1400,75.5
1122,774,N,SouthAlabama,47,46,93,19,18,-2500,6.5
1122,775,N,NorthFlorida,21,25,46,120,124,1250,66
1122,776,N,Rice,34,34,68,17.5,15,-2000,6
1122,777,V,CalPolySLO,28,36,64,129,133.5,2625,70
1122,778,H,BYU,44,32,76,23,22.5,-5500,9.5
1122,779,V,EasternKentucky,26,58,84,140,134.5,1650,73.5
1122,780,H,TexasTech,48,50,98,19,19,-3300,7
1122,781,V,AppalachianSt,46,34,80,156.5,157.5,240,85.5
1122,782,H,Niagara,43,52,95,3.5,6.5,-280,5
1122,783,V,JacksonvilleSt,29,29,80,143,142,775,73
1122,784,H,GeorgiaState,26,32,73,13,13,-1200,8
1122,785,V,NorthernArizona,20,32,52,133,134,125,68.5
1122,786,H,CalRiverside,24,35,59,1,2.5,-145,0.5
1122,787,V,WeberState,32,31,69,136,139,280,72
1122,788,H,LongBeachState,21,42,73,5.5,7.5,-340,7
1122,789,V,Manhattan,41,40,81,130,135.5,-110,75
1122,790,H,Fordham,34,33,67,pk,pk,-110,1.5
1122,791,V,Cornell,26,30,56,152,150,700,77
1122,792,H,Siena,30,44,74,13.5,12.5,-1100,6.5
1122,793,V,Ohio,25,54,79,141,1,-120,0.5
1122,794,H,AustinPeay,28,40,68,1.5,139,100,71.5
1122,795,V,Elon,20,45,65,143.5,145,240,0.5
1122,796,H,TennMartin,37,45,82,6,6.5,-280,75.5
1122,797,V,WesternKentucky,23,38,61,134.5,132.5,140,2
1122,798,H,MurrayState,44,45,89,1.5,3,-160,72
1122,799,V,IdahoState,28,28,56,138,133.5,190,69
1122,800,H,BoiseState,22,35,57,4.5,5,-230,4.5
1123,511,V,St.Bonaventure,23,35,64,138.5,141,285,71.5
1123,512,H,Rutgers,24,34,63,10,7.5,-345,4.5
1123,513,V,NCWilmington,36,28,64,167,163.5,1400,85
1123,514,H,KentState,40,43,83,14,18,-2500,9
1123,515,V,NorthTexas,33,47,80,154.5,151,135,77.5
1123,516,H,IndianaState,31,38,69,4.5,3,-155,pk
1123,517,V,Pepperdine,19,21,40,129.5,131.5,4000,67.5
1123,518,H,ArizonaState,27,34,61,25,26,-10000,12.5
1123,519,V,IllinoisState,34,50,84,7,7,-310,2.5
1123,520,H,SMU,28,45,73,127.5,126.5,255,68
1123,521,V,PortlandU,30,45,75,133.5,135.5,110,71.5
1123,522,H,UCDavis,28,44,72,pk,2,-130,pk
1123,523,N,Fairfield,25,36,61,2.5,2,-135,71.5
1123,524,N,TennesseeChat,16,26,42,143.5,143,115,1.5
1123,525,N,Missouri,37,46,83,144.5,141,135,76.5
1123,526,N,USC,43,29,72,2,3,-155,pk
1123,527,N,VirginiaTech,40,33,73,5.5,4.5,-220,1
1123,528,N,SetonHall,34,43,77,127,130.5,180,72.5
1123,529,N,Xavier,32,31,63,140,142,205,75
1123,530,N,MemphisU,29,29,58,5,6,-245,6
1123,531,N,MorganState,35,19,54,125,127.5,150,70
1123,532,N,WiscGreenBay,37,34,71,3.5,3.5,-170,2
1123,533,N,Marshall,46,32,78,148,150,260,82
1123,534,N,Mississippi,42,40,82,8.5,7,-320,7
1123,535,N,MiamiFlorida,31,32,63,149.5,149.5,160,79
1123,536,N,Connecticut,39,37,76,5,4,-185,pk
1123,537,N,SanDiego,20,29,49,121.5,119.5,220,62
1123,538,N,Wisconsin,26,38,64,4.5,5.5,-260,2
1123,539,N,FloridaA&M,35,44,79,130,130.5,418,71
1123,540,N,MoreheadState,37,37,74,10.5,10,-530,5
1123,541,V,SouthAlabama,27,27,54,147,144.5,2750,76
1123,542,H,Louisville,39,42,81,21,21.5,-6000,10
1123,543,V,Montana,28,30,58,149.5,147,7000,76
1123,544,H,Duke,47,31,78,29,33,-18500,15
1123,545,V,Furman,33,32,65,145,147.5,1315,79
1123,546,H,Duquesne,42,43,85,15,17,-2200,8.5
1123,547,V,CSFullerton,38,37,75,158.5,159,325,83.5
1123,548,H,PortlandState,38,38,76,7,8.5,-400,5.5
1123,549,V,Delaware,27,45,88,4.5,4.5,-210,3.5
1123,550,H,Marist,33,39,83,144,144,175,74
1123,551,V,Wofford,29,45,74,116,116,340,63.5
1123,552,H,AirForce,29,32,61,8.5,9,-425,6
1124,715,V,MiamiOhio,25,30,55,122,120.5,-110,63.5
1124,716,H,WrightState,16,21,37,pk,pk,-110,2
1124,717,V,BowlingGreen,24,33,57,132,131.5,1250,68.5
1124,718,H,OhioState,30,31,61,12,16,-2000,8
1124,719,V,MiddleTennSt,17,40,57,138,144,348,73
1124,720,H,Vanderbilt,31,34,65,8.5,8.5,-435,2
1124,721,V,UNLV,35,45,80,1.5,148,100,78
1124,722,H,UTEP,38,29,67,149,1,-120,pk
1124,723,V,CSNorthridge,30,44,74,153,150.5,1200,80
1124,724,H,NewMexico,46,39,85,14,16.5,-1900,6
1124,725,V,Yale,28,25,53,125,127,365,67.5
1124,726,H,OregonState,27,25,52,9,9,-460,6
1124,727,V,CalSantaBarb,31,41,72,138,139.5,160,74.5
1124,728,H,SanFrancisco,28,45,73,1,4,-185,0.5
1124,729,V,IowaState,22,37,59,4.5,2.5,-145,3.5
1124,730,H,Hawaii,25,35,60,132,132.5,125,67.5
1124,731,N,St.Josephs,28,22,50,136,134.5,360,72
1124,732,N,Texas,37,31,68,9,9,-450,3.5
1124,733,N,IndianaU,23,27,50,135,144,850,75.5
1124,734,N,NotreDame,44,44,88,13.5,14,-1300,3.5
1124,735,N,NorthCarolina,48,67,115,30.5,31,-30000,12
1124,736,N,Chaminade,25,45,70,151.5,150,10000,78
1124,737,N,Oregon,39,53,92,148,147,185,79
1124,738,N,Alabama,36,33,69,2.5,5.5,-225,4
1124,739,N,Valparaiso,23,35,70,141,138.5,140,1.5
1124,740,N,LaSalle,32,26,75,pk,3,-160,72
1124,741,N,Iona,33,30,63,123,125,160,68
1124,742,N,SoMississippi,31,33,64,4.5,4,-185,pk
1124,743,N,SanDiego,30,15,45,129,130.5,220,71.5
1124,744,N,MiamiFlorida,38,42,80,5,6,-260,2
1124,745,N,Wisconsin,28,29,57,136.5,132.5,225,70.5
1124,746,N,Connecticut,38,38,76,5,6,-265,1.5
1124,747,N,LoyolaChicago,19,34,53,1.5,1.5,-125,3
1124,748,N,Cornell,29,49,78,130,131.5,105,68.5
1124,749,V,EasternMichigan,25,36,61,133,130,525,69
1124,750,H,St.Johns,37,36,73,9.5,12,-750,4.5
1124,751,N,MissValleySt,21,31,52,136.5,135.5,4000,71
1124,752,N,Arizona,44,42,86,21.5,24,-10000,7.5
1124,753,V,SantaClara,19,29,48,117,116,170,61
1124,754,H,Georgia,24,30,54,6,4.5,-200,1.5
1124,755,N,LoyolaMaryland,30,34,64,148,146,115,74.5
1124,756,N,JamesMadison,19,35,54,2,2.5,-135,4.5
1124,757,V,FlaAtlantic,30,30,60,154.5,151,3500,79.5
1124,758,H,Davidson,41,35,76,21.5,23.5,-8500,11
1124,759,N,Syracuse,41,48,89,147,151,145,80.5
1124,760,N,Florida,38,45,83,3,3,-165,0.5
1124,761,N,WashingtonU,22,32,54,140,142,200,73
1124,762,N,Kansas,32,41,73,5,5.5,-240,1
1124,763,V,JacksonvilleSt,31,44,75,155,155.5,1400,79
1124,764,H,Massachusetts,34,40,74,15.5,17.5,-2500,9.5
1124,765,V,MontanaState,32,29,61,154.5,148,255,77
1124,766,H,BoiseState,32,42,74,7,7,-310,4.5
1124,767,V,IdahoU,23,36,59,136,133.5,350,72
1124,768,H,E.Washington,41,28,69,9,8.5,-440,pk
1124,769,N,StLeo,28,34,62,NL,NL,NL,NL
1124,770,N,ClevelandState,33,39,72,NL,NL,NL,NL
1124,771,V,Toledo,31,15,46,127,126,140,68.5
1124,772,H,FloridaIntl,31,19,50,2.5,3,-160,2.5
1125,511,V,MississippiSt,36,40,76,6,5,-230,3
1125,512,H,St.Bonaventure,34,37,71,144.5,142,190,75.5
1125,513,V,PennState,49,36,85,4,2,-135,73
1125,514,H,Pennsylvania,24,49,73,137.5,138,115,3
1125,515,V,VaCommonwealth,37,45,90,9,7,-320,3
1125,516,H,EastCarolina,33,49,93,138,139,260,75
1125,517,V,NCWilmington,26,39,65,162,162,2500,81
1125,518,H,TexasA&M,41,43,84,20,21.5,-5000,9
1125,519,V,SaintLouis,29,28,57,113,114.5,415,65
1125,520,H,Nebraska,37,34,71,10.5,9.5,-525,3.5
1125,521,V,BallState,33,49,82,131.5,134.5,175,72.5
1125,522,H,WiscMilwaukee,28,41,69,7,4.5,-210,3.5
1125,523,V,Creighton,39,30,69,3.5,3,-155,74
1125,524,H,ArkansasLR,32,39,71,134,135.5,135,pk
1125,525,V,GeorgiaState,30,33,63,1.5,1,-118,1.5
1125,526,H,Troy,35,33,68,154.5,156,-102,80
1125,527,N,IndianaU,29,25,54,131,130,475,69
1125,528,N,St.Josephs,34,46,80,7,10,-650,4.5
1125,529,N,Alabama,40,38,78,18.5,20,-3800,7
1125,530,N,Chaminade,20,36,56,145,147,1900,75.5
1125,531,N,NotreDame,43,38,81,138.5,141.5,124,78.5
1125,532,N,Texas,40,40,80,2.5,2.5,-144,2
1125,533,N,Oregon,22,47,69,167,170.5,1500,85.5
1125,534,N,NorthCarolina,51,47,98,17,18,-3000,6
1125,535,N,ClevelandState,33,44,77,4,5.5,-245,65
1125,536,N,Toledo,16,40,56,126.5,125.5,205,1
1125,537,V,WestGeorgia,28,29,57,NL,NL,NL,NL
1125,538,H,FloridaIntl,29,25,54,NL,NL,NL,NL
1125,539,N,WashingtonU,37,47,84,148,148,210,78.5
1125,540,N,Florida,42,44,86,4.5,5.5,-250,2
1125,541,N,Syracuse,30,42,89,152,151,145,1.5
1125,542,N,Kansas,41,31,81,4.5,3.5,-165,80.5
1125,543,N,EasternMichigan,28,26,54,137.5,137,205,71.5
1125,544,N,Cornell,31,36,67,6,5.5,-245,3
1125,545,V,LoyolaChicago,29,25,54,127.5,125.5,380,68
1125,546,H,St.Johns,32,41,73,8.5,9,-475,4.5
1125,547,N,SantaClara,38,28,66,128,126,380,70.5
1125,548,N,Arizona,36,33,69,10,9.5,-475,6.5
1125,549,V,MissValleySt,26,31,57,120.5,123,2000,67
1125,550,H,Georgia,46,52,98,18.5,20,-4000,7
1125,551,N,FlaAtlantic,27,37,64,4,4.5,-210,4.5
1125,552,N,JamesMadison,35,46,81,138.5,135.5,175,71.5
1125,553,V,LoyolaMaryland,17,31,48,151.5,153,4000,77.5
1125,554,H,Davidson,39,39,78,23,25,-10000,8.5
1125,555,V,Furman,28,35,63,127,128.5,105,2
1125,556,H,Dartmouth,38,30,68,pk,1.5,-125,71
1125,557,V,Niagara,42,23,65,147,145,-110,77.5
1125,558,H,Buffalo,31,30,61,1,pk,-110,3
1125,559,V,SEMissouriSt,19,22,41,133,127.5,1750,67
1125,560,H,Iowa,35,40,75,18.5,19.5,-3500,7.5
1125,561,V,ArkansasState,37,39,76,143.5,141,205,74
1125,562,H,TennMartin,25,42,67,4.5,6,-245,6.5
1125,563,V,WeberState,35,14,49,134,134.5,310,71.5
1125,564,H,UtahState,28,47,75,10,8.5,-370,6.5
1125,565,V,LongBeachState,34,29,88,130,130,105,71.5
1125,566,H,IdahoState,34,29,82,2.5,1.5,-125,1
1125,567,V,Canisius,15,26,41,113.5,117.5,2000,64
1125,568,H,WashingtonState,39,28,67,19,20,-4000,7.5
1126,727,V,Princeton,33,40,73,117,120,170,66
1126,728,H,Fordham,26,35,61,5,4.5,-200,4.5
1126,729,V,Northwestern,36,17,53,119,121.5,158,66.5
1126,730,H,Butler,27,30,57,6.5,4,-180,4.5
1126,731,V,CentralFlorida,26,20,46,145.5,148,475,76.5
1126,732,H,Mississippi,27,51,78,10.5,10.5,-650,6
1126,733,V,SoIllinois,32,38,70,130,1.5,-125,3
1126,734,H,WesternKentucky,40,39,79,pk,131,105,72.5
1126,735,V,Arkansas,44,35,79,147.5,143.5,160,77
1126,736,H,SouthAlabama,45,32,77,4,4,-185,2.5
1126,737,V,DetroitU,25,37,62,131,129.5,925,66.5
1126,738,H,Depaul,27,44,71,13,14,-1400,7.5
1126,739,V,SMU,25,19,44,125,126,220,67.5
1126,740,H,TCU,35,27,62,7.5,6,-260,1
1126,741,V,NewOrleansU,21,39,60,138.5,140.5,600,71.5
1126,742,H,ColoradoState,28,50,78,11.5,13,-900,6.5
1126,743,V,Pacific,23,44,67,135,136,360,68
1126,744,H,Nevada,22,37,59,7,9.5,-450,6.5
1126,745,V,AirForce,29,28,57,135.5,133.5,1500,73.5
1126,746,H,Stanford,51,25,76,18,18.5,-3000,6
1126,747,N,St.Josephs,18,30,48,2.5,1.5,-125,2.5
1126,748,N,Alabama,29,29,58,137.5,136.5,105,70
1126,749,N,Oregon,20,37,57,145,153,475,75
1126,750,N,Texas,31,39,70,9.5,10.5,-650,4
1126,751,N,IndianaU,51,30,81,8,8.5,-400,6
1126,752,N,Chaminade,42,37,79,140,137.5,325,76.5
1126,753,N,NotreDame,36,51,87,171.5,169,463,87
