Date,Rot,VH,Team,1st,2nd,Final,Open,Close,ML,2H
124,641,V,WesternKentucky,32,42,74,3.5,3.5,-175,1.5
124,642,H,DenverU,30,48,78,120.5,117.5,155,65
124,643,V,CalSantaBarb,20,16,36,127,127.5,315,66
124,644,H,Pacific,23,35,58,7.5,7.5,-380,4
124,645,V,OregonState,34,43,77,128.5,129,1250,69
124,646,H,Stanford,28,34,62,16,16,-2000,11
124,647,V,CalPolySLO,37,40,77,149.5,148,400,79
124,648,H,UCDavis,41,34,75,9.5,9.5,-500,5
124,649,V,CalIrvine,26,29,55,141.5,143,335,75
124,650,H,CSNorthridge,29,45,74,9.5,8,-420,5
124,651,V,FresnoState,29,50,79,132,131.5,220,1
124,652,H,SanJoseState,43,42,85,6.5,5.5,-260,72
124,653,V,NewMexicoState,29,28,57,144,144.5,115,74
124,654,H,IdahoU,31,36,67,2,2,-135,0.5
124,655,V,CalRiverside,24,40,64,126,127,335,67
124,656,H,LongBeachState,25,30,55,9,8.5,-420,5.5
124,657,V,UtahState,36,31,67,8.5,8.5,-400,68.5
124,658,H,Hawaii,19,32,51,130.5,128,325,pk
124,659,V,Niagara,36,29,65,154.5,154,230,82.5
124,660,H,Siena,42,40,82,8.5,5.5,-270,2
124,661,V,Samford,33,43,76,1,2,-140,66
124,662,H,NCGreensboro,27,34,61,121.5,121.5,120,0.5
124,663,V,CollCharleston,21,42,63,5.5,5.5,-230,6.5
124,664,H,TheCitadel,36,36,72,143.5,145.5,190,75.5
124,665,V,WesternCarolina,34,36,70,151.5,148,155,77.5
124,666,H,AppalachianSt,31,45,76,3.5,3.5,-175,0.5
124,667,V,EasternIllinois,31,20,51,143,147,488,76.5
124,668,H,TennMartin,30,35,65,9.5,11,-675,7.5
124,669,V,TennesseeChat,27,49,85,3.5,2.5,-145,4
124,670,H,Elon,38,38,86,140,140.5,125,74
124,671,V,Furman,21,32,53,138,137,575,71
124,672,H,GeorgiaSouthern,31,38,69,12.5,11.5,-850,4
124,673,V,Wofford,29,27,56,140,138.5,2500,75
124,674,H,Davidson,46,33,79,21,20,-5000,7
124,675,V,EasternKentucky,32,32,64,132.5,131,130,71.5
124,676,H,MoreheadState,33,35,68,3.5,3,-150,2
124,677,V,MontanaState,32,28,60,128,129,1050,69
124,678,H,SoMississippi,31,37,68,14,15.5,-1600,10
124,679,V,WeberState,28,31,59,136.5,135.5,165,71
124,680,H,NorthernArizona,28,26,54,3.5,4,-190,3
124,681,V,SEMissouriSt,35,20,55,140.5,137,1750,75
124,682,H,MurrayState,43,37,80,18.5,19,-3500,8.5
124,683,V,JacksonvilleSt,34,46,80,148,147.5,315,79.5
124,684,H,AustinPeay,45,41,86,9.5,8,-380,2
124,685,V,TennesseeTech,37,49,86,149,151,105,79.5
124,686,H,TennesseeState,34,44,78,2.5,1.5,-125,0.5
124,687,V,Manhattan,18,33,51,128,127.5,170,2
124,688,H,Iona,34,37,71,4,4,-200,66.5
124,689,V,IdahoState,27,42,69,9,8.5,-460,8
124,690,H,SacramentoState,42,30,72,129.5,124,365,67.5
124,691,V,E.Washington,33,28,61,137,136.5,800,72
124,692,H,PortlandState,32,51,83,16,13.5,-1250,9
125,819,V,MinnesotaU,31,36,67,8,8.5,-450,5
125,820,H,IndianaU,30,33,63,127,128,350,69
125,821,V,Louisville,38,29,67,144,146,-105,77.5
125,822,H,Syracuse,33,24,57,2,1,-115,1.5
125,823,V,Duquesne,43,46,89,8,9,-450,2
125,824,H,Fordham,27,41,68,154.5,152,350,79
125,825,V,Florida,56,38,94,1,1,-120,74
125,826,H,Vanderbilt,37,32,69,134,133.5,100,3
125,827,V,Georgetown,27,33,60,8.5,8,-365,5
125,828,H,SetonHall,26,39,65,146.5,145,295,74.5
125,829,V,Marshall,41,28,69,138.5,136.5,250,76
125,830,H,CentralFlorida,50,37,87,7,7,-300,2
125,831,V,St.Bonaventure,23,45,68,132.5,134,750,70
125,832,H,Dayton,30,50,80,14.5,13,-1100,6
125,833,V,Toledo,22,31,53,116,115,220,60.5
125,834,H,BallState,22,44,66,5,6,-260,3.5
125,835,V,RhodeIsland,30,38,94,5.5,5,-230,4.5
125,836,H,GeoWashington,37,31,89,145.5,144.5,190,76
125,837,V,Evansville,26,24,50,123,123.5,200,65
125,838,H,WichitaState,19,32,51,5.5,5.5,-240,4.5
125,839,V,Richmond,34,36,70,120.5,119,110,65
125,840,H,SaintLouis,23,39,62,1.5,2,-130,3
125,841,V,MichiganState,26,52,78,3,3,-155,2.5
125,842,H,OhioState,31,36,67,129.5,129.5,135,69
125,843,V,Pittsburgh,39,40,79,131.5,133,-110,73
125,844,H,WestVirginia,37,30,67,1,pk,-110,pk
125,845,V,VirginiaTech,36,41,88,136,135.5,270,73
125,846,H,MiamiFlorida,37,40,83,6.5,7,-330,4
125,847,V,NorthernIowa,36,42,78,119.5,120.5,100,65.5
125,848,H,MissouriSt,25,44,69,1,1,-120,3.5
125,849,V,GeorgiaTech,34,25,59,146,146,750,78
125,850,H,Clemson,37,36,73,12,13,-1100,7
125,851,V,LoyolaMaryland,30,33,73,142,141.5,145,72.5
125,852,H,Marist,24,39,72,3,3.5,-165,2.5
125,853,V,Rider,49,29,78,5,5.5,-230,71
125,854,H,St.Peter's,27,40,67,127,129,190,2
125,855,V,NorthernColorado,21,38,59,137.5,136.5,170,1.5
125,856,H,Montana,37,31,68,5,4.5,-200,71.5
126,515,V,Marquette,33,38,71,155,159.5,130,82
126,516,H,NotreDame,30,34,64,3,2.5,-150,2
126,517,V,Akron,29,38,67,4.5,5,-220,3
126,518,H,YoungstownState,27,26,53,129.5,129,180,68.5
126,519,V,Oklahoma,39,50,89,2,2.5,-145,80.5
126,520,H,OklahomaState,30,51,81,155,155,125,1
126,521,V,NCGreensboro,21,33,54,132,130,140,1
126,522,H,Furman,30,29,59,3.5,3,-160,68
126,523,V,Canisius,31,38,69,139,140.5,925,75
126,524,H,Niagara,40,35,75,13,14,-1400,6
126,525,V,Iona,31,37,68,135,136,450,74
126,526,H,Siena,42,27,69,10.5,10,-600,3
126,527,V,Fairfield,25,35,60,131.5,131,105,68
126,528,H,Manhattan,25,40,65,pk,1.5,-125,1.5
126,529,V,Elon,37,27,71,131,128,260,70.5
126,530,H,Wofford,34,30,74,6,7,-320,6
126,531,V,TheCitadel,33,37,70,118.5,119.5,220,65
126,532,H,Samford,23,22,45,5.5,6,-260,6
127,711,V,Buffalo,36,38,74,1,127.5,-110,pk
127,712,H,WesternMichigan,34,37,71,125,pk,-110,70
127,713,V,Delaware,35,20,55,132.5,131,700,71.5
127,714,H,GeorgeMason,37,41,78,12,12,-1000,7
127,715,V,EasternMichigan,21,25,46,124.5,124,800,65.5
127,716,H,KentState,27,41,68,15,14,-1200,6
127,717,V,MiamiFlorida,25,45,81,2,2,-130,4
127,718,H,NCState,39,31,84,136,136.5,110,73
127,719,V,Kentucky,39,41,80,8,9.5,-550,5
127,720,H,Mississippi,37,48,85,141,142.5,425,77
127,721,V,BostonCollege,29,47,76,142.5,143,175,1
127,722,H,Maryland,40,27,67,4,4.5,-210,76
127,723,V,AirForce,32,27,59,132.5,130.5,290,69.5
127,724,H,Wyoming,31,41,72,9,8,-350,5
127,725,V,IndianaState,26,36,62,132.5,131,1100,68
127,726,H,Creighton,27,46,73,16.5,15.5,-1700,8.5
127,727,V,Purdue,36,28,64,123.5,125,-120,69
127,728,H,Wisconsin,30,33,63,1.5,pk,100,1.5
127,729,V,Texas,27,51,78,142.5,147.5,100,76.5
127,730,H,Baylor,24,48,72,1.5,1.5,-120,0.5
127,731,V,Marshall,47,32,79,133,131.5,295,73.5
127,732,H,SoMississippi,41,43,84,8.5,8,-355,4.5
127,733,V,Northeastern,34,34,68,123.5,125,235,69.5
127,734,H,VaCommonwealth,30,33,63,6.5,6.5,-275,7
127,735,V,BYU,40,31,88,141.5,141.5,150,77
127,736,H,UtahU,39,32,94,3.5,4,-170,3
127,737,V,IowaState,28,21,49,121,125.5,-110,67
127,738,H,Colorado,26,29,55,pk,pk,-110,pk
127,739,V,AustinPeay,30,31,70,146,141.5,130,74.5
127,740,H,EasternKentucky,33,28,73,3.5,2.5,-150,1
128,525,V,Michigan,18,36,54,128,129,160,2.5
128,526,H,OhioState,36,36,72,5,4,-185,67.5
128,527,V,Fordham,34,33,67,143.5,142.5,475,74.5
128,528,H,St.Bonaventure,27,38,65,10.5,10.5,-650,10
128,529,V,Syracuse,44,50,94,155.5,158.5,110,85.5
128,530,H,Providence,44,56,100,1.5,1.5,-130,pk
128,531,V,GeoWashington,31,35,66,134,135.5,300,73
128,532,H,LaSalle,36,40,76,8,8,-360,3.5
128,533,V,St.Josephs,29,39,68,130.5,130,110,68
128,534,H,Richmond,22,36,58,1.5,1.5,-130,2.5
128,535,V,OldDominion,32,48,80,125.5,128.5,-102,69.5
128,536,H,JamesMadison,33,41,74,2.5,1,-118,pk
128,537,V,Vanderbilt,30,46,76,139.5,140.5,240,76
128,538,H,SouthCarolina,42,44,86,6.5,6,-280,1
128,539,V,SMU,23,22,45,130,130.5,675,70
128,540,H,CentralFlorida,40,30,70,13,12.5,-1050,3.5
128,541,V,BallState,28,30,58,118,120.5,260,65.5
128,542,H,BowlingGreen,32,30,62,7.5,7,-320,3
128,543,V,St.Johns,20,32,52,133.5,132.5,1650,70
128,544,H,WestVirginia,36,39,75,16.5,18.5,-3300,6.5
128,545,V,Duke,28,40,68,2,2.5,-140,2.5
128,546,H,WakeForest,33,37,70,148.5,148.5,120,77.5
128,547,V,Temple,28,31,59,146,147.5,140,0.5
128,548,H,RhodeIsland,36,31,67,2.5,3,-160,76
128,549,V,GeorgiaState,15,32,47,113,116.5,465,62
128,550,H,Drexel,30,34,64,9.5,10,-630,2
128,551,V,Akron,30,40,70,6.5,6.5,-270,2.5
128,552,H,Toledo,25,36,61,121,122.5,230,66
128,553,V,Pittsburgh,31,26,57,3.5,3,-155,0.5
128,554,H,Villanova,26,41,67,134,136.5,135,72
128,555,V,Towson,37,32,69,125,125,260,69
128,556,H,William&Mary,36,20,56,6.5,6.5,-320,5
128,557,V,MemphisU,45,40,85,14.5,16,-1700,5.5
128,558,H,EastCarolina,31,33,64,143.5,140.5,1100,74.5
128,559,V,NoIllinois,20,32,52,126,123,1100,66
128,560,H,MiamiOhio,40,40,80,17.5,15.5,-1700,5
128,561,V,Hofstra,38,42,80,7.5,7.5,-340,6
128,562,H,NCWilmington,41,37,78,148.5,151,280,82
128,563,V,SouthFlorida,32,22,54,127,127.5,1150,68.5
128,564,H,Louisville,33,47,80,17,16.5,-1800,9
128,565,V,Georgetown,26,31,57,5.5,5,-250,4
128,566,H,Cincinnati,27,38,65,131,131.5,210,70
128,567,V,CharlotteU,13,34,47,137,137,1250,69.5
128,568,H,Xavier,31,38,69,17,16,-2000,5
128,569,V,Kansas,29,39,68,4.5,4,-190,2.5
128,570,H,Nebraska,34,28,62,131,131,165,70.5
128,573,V,LoyolaChicago,25,33,58,132.5,132.5,190,70
128,574,H,WiscMilwaukee,38,34,72,5.5,5,-230,pk
128,575,V,WichitaState,25,25,50,122.5,125,235,66.5
128,576,H,Bradley,30,35,65,5.5,6,-275,2
128,577,V,UTEP,25,37,62,156.5,156.5,190,79.5
128,578,H,HoustonU,34,21,55,5.5,5.5,-230,1
128,579,V,LSU,43,36,79,150.5,148.5,320,80.5
128,580,H,Tennessee,38,35,73,8,8.5,-390,2.5
128,585,V,IllinoisState,32,23,55,132,133,125,71
128,586,H,NorthernIowa,32,27,59,3,2.5,-145,pk
128,587,V,UAB,40,34,74,130,131.5,140,72
128,588,H,Tulsa,36,39,75,4,3,-160,1.5
128,589,V,Georgia,30,27,57,135.5,138,1200,74.5
128,590,H,Florida,42,41,83,16,16.5,-1900,6.5
128,591,V,IllinoisChicago,37,35,72,131,134,245,72.5
128,592,H,WiscGreenBay,36,47,83,7,6.5,-290,4.5
128,593,V,Tulane,25,36,61,125.5,1.5,-118,3.5
128,594,H,Rice,39,20,59,pk,126,-102,68.5
128,595,V,IndianaU,39,36,75,122,122,850,68.5
128,596,H,Northwestern,39,38,77,13.5,13.5,-1300,8.5
128,597,V,Connecticut,41,30,71,13,13.5,-1150,6.5
128,598,H,Depaul,35,14,49,142,142,738,77
128,599,V,Missouri,33,39,72,4,3,-155,4.5
128,600,H,KansasState,46,42,88,152.5,151,135,81
128,601,V,NorthCarolina,46,34,80,11.5,11,-700,4
128,602,H,FloridaState,35,42,77,148.5,150,500,81
128,603,V,TexasTech,40,30,70,141.5,141.5,335,77.5
128,604,H,TexasA&M,43,36,79,8.5,9,-420,4.5
128,605,V,ColoradoState,19,31,50,141.5,140.5,1150,71.5
128,606,H,NewMexico,24,44,68,17.5,15.5,-1800,8
128,607,V,TCU,24,26,50,127,124.5,575,66.5
128,608,H,SanDiegoState,32,35,67,12.5,12,-850,5
128,609,V,Davidson,41,51,92,10,11,-660,3
128,610,H,TennesseeChat,28,42,70,154,153,480,79.5
129,705,V,MichiganState,38,33,71,5.5,6.5,-285,pk
129,706,H,Iowa,25,31,56,124.5,124.5,243,67
129,707,V,ArkansasLR,35,31,66,2.5,2.5,-140,69.5
129,708,H,FlaAtlantic,24,35,59,130,131,120,1
129,709,V,Clemson,44,42,86,143,1,-118,2.5
129,710,H,VirginiaTech,53,29,82,1,141,-102,78.5
129,711,V,WrightState,28,39,67,7,6.5,-280,4
129,712,H,YoungstownState,26,35,61,119,119.5,240,65
129,713,V,DetroitU,26,23,49,117,117,1150,64
129,714,H,ClevelandState,34,32,66,16,14.5,-1800,6
129,715,V,ULLafayette,30,46,76,130.5,131.5,575,70
129,716,H,MiddleTennSt,33,50,83,10,11.5,-850,6
129,717,V,SaintLouis,28,18,46,115,116.5,625,63.5
129,718,H,Dayton,27,20,47,11.5,12,-950,7.5
129,719,V,Hawaii,30,24,54,122.5,122.5,200,68
129,720,H,LouisianaTech,35,18,53,6,5.5,-240,2
129,723,V,Troy,34,43,77,162,162,250,83
129,724,H,NorthTexas,33,36,69,6,7,-300,5
129,725,V,FloridaIntl,27,37,64,123.5,125.5,150,65.5
129,726,H,NewOrleansU,21,33,54,4.5,3,-170,3.5
129,727,V,WashingtonU,38,59,97,1.5,1,-117,0.5
129,728,H,Arizona,37,69,106,142.5,142.5,-103,75.5
129,729,V,WashingtonState,27,38,65,107.5,109,575,60.5
129,730,H,ArizonaState,30,25,55,10.5,11,-850,6
129,731,V,Nevada,34,27,61,131.5,134,350,72.5
129,732,H,UtahState,30,42,72,9,8,-440,7
129,733,V,SanJoseState,38,43,81,146.5,146,230,79.5
129,734,H,NewMexicoState,43,46,89,6,6,-270,2.5
129,735,V,Illinois,16,20,36,126.5,127,-110,1.5
129,736,H,MinnesotaU,22,37,59,pk,pk,-110,65.5
129,737,V,Rutgers,27,40,67,142.5,140.5,290,72.5
129,738,H,SetonHall,26,44,70,7.5,7.5,-350,5
129,739,V,Alabama,31,49,80,138.5,139.5,170,74.5
129,740,H,Arkansas,38,51,89,5.5,4.5,-200,0.5
129,741,V,SouthAlabama,28,26,54,122.5,122,-110,2
129,742,H,DenverU,37,19,56,pk,pk,-110,67.5
129,743,V,SanDiego,24,31,55,122.5,122.5,130,1
129,744,H,PortlandU,34,35,69,3,2.5,-150,66
129,745,V,BoiseState,26,33,59,135.5,134.5,165,70
129,746,H,IdahoU,29,34,63,4,4.5,-190,2
129,747,V,Pepperdine,31,38,69,140,141,525,73.5
129,748,H,SanFrancisco,30,37,67,11,12,-750,7.5
129,749,V,LoyolaMarymount,22,34,56,122.5,123.5,1450,66.5
129,750,H,SantaClara,38,44,82,18.5,18.5,-2750,6
129,751,V,CSFullerton,24,37,61,149,151.5,190,77
129,752,H,LongBeachState,32,28,60,5,5,-230,1
129,753,V,California,23,43,66,139.5,140,460,73.5
129,754,H,UCLA,31,50,81,9.5,10,-620,4
129,755,V,Stanford,38,31,69,135,135,220,73.5
129,756,H,USC,33,37,70,6,5.5,-260,8
129,757,V,CalIrvine,39,32,71,120.5,119.5,195,66.5
129,758,H,CalRiverside,30,36,66,6,5.5,-235,5.5
129,759,V,CSNorthridge,39,33,72,139,138.5,100,76
129,760,H,CalSantaBarb,33,37,70,1,1.5,-120,2
129,761,V,SaintMarysCA,39,23,62,143.5,143.5,422,77.5
129,762,H,Gonzaga,33,36,69,8,10,-540,9
129,763,V,Canisius,39,34,73,137.5,140,1280,76.5
129,764,H,Siena,46,45,91,14.5,16,-2100,8
129,765,V,Elon,26,32,58,126,129,245,69
129,766,H,TheCitadel,32,28,60,7,6.5,-290,2
129,767,V,Wofford,36,38,74,136.5,138,180,73.5
129,768,H,AppalachianSt,28,40,68,5,4.5,-220,5.5
129,769,V,NCGreensboro,37,36,73,151,146,1150,79.5
129,770,H,CollCharleston,55,34,89,17.5,16.5,-1800,5
129,771,V,Furman,20,34,54,135,132.5,850,68
129,772,H,WesternCarolina,29,34,63,14,14,-1300,6
129,773,V,GeorgiaSouthern,25,21,46,131,131,145,1
129,774,H,Samford,36,33,69,2,3.5,-165,70
129,775,V,JacksonvilleSt,32,46,78,5,6.5,-285,3
129,776,H,SEMissouriSt,28,40,68,146,146,243,76
129,777,V,PortlandState,34,31,65,3.5,2.5,-150,71
129,778,H,Montana,29,43,72,132.5,132.5,130,pk
129,779,V,E.Washington,38,27,65,131,132,250,72.5
129,780,H,MontanaState,33,36,69,7,6.5,-300,2.5
129,781,V,WeberState,27,36,76,127.5,126.5,115,68
129,782,H,IdahoState,33,30,67,1.5,2,-135,pk
129,783,V,TennesseeTech,20,38,58,138.5,139,-102,3
129,784,H,EasternIllinois,33,42,75,2,1,-118,72
129,785,V,TennesseeState,23,50,73,141,139.5,318,73.5
129,786,H,MoreheadState,39,55,94,8.5,8.5,-385,1.5
129,787,V,NorthernColorado,35,31,66,7,6.5,-285,1
129,788,H,SacramentoState,28,31,59,139,135.5,243,72
129,789,V,Ohio,30,39,69,4,3.5,-165,2
129,790,H,CentralMichigan,29,47,76,130.5,130.5,145,69
129,791,V,Evansville,30,35,65,127,128,280,69.5
129,792,H,Drake,38,24,62,7,7.5,-340,2
129,793,V,MissouriSt,31,26,57,120.5,121,260,67.5
129,794,H,SoIllinois,39,29,68,7,7,-320,2
130,873,V,Princeton,27,32,59,1.5,1.5,-125,0.5
130,874,H,Dartmouth,25,29,54,116.5,116.5,105,63
130,875,V,Valparaiso,22,29,51,121.5,122.5,1500,63.5
130,876,H,Butler,24,35,59,17.5,18.5,-3000,10
130,877,V,Yale,27,15,42,126.5,126.5,-103,65
130,878,H,Columbia,18,35,53,2.5,1,-117,2.5
130,879,V,Brown,25,33,58,139.5,136,850,71.5
130,880,H,Cornell,40,50,90,14,13.5,-1300,4
130,881,V,Pennsylvania,31,35,66,141,142,170,73.5
130,882,H,Harvard,27,33,60,5.5,4.5,-200,4
130,883,V,Marist,35,28,63,134,132.5,170,70
130,884,H,Fairfield,27,41,68,6,4.5,-200,4.5
130,885,V,LoyolaMaryland,32,43,75,143,142,255,76
130,886,H,Rider,31,30,61,6.5,7,-310,5.5
131,521,V,VaCommonwealth,29,37,66,5.5,5,-210,5
131,522,H,Hofstra,36,26,62,134,134.5,175,72
131,523,V,WakeForest,43,31,74,8,7,-330,4.5
131,524,H,GeorgiaTech,41,35,76,147,148,270,79.5
131,525,V,NotreDame,45,35,80,146.5,146,550,79.5
131,526,H,Pittsburgh,39,54,93,11.5,11.5,-800,9.5
131,527,V,WestVirginia,25,38,63,130.5,133,230,0.5
131,528,H,Louisville,45,24,69,6.5,6.5,-270,72
131,529,V,Massachusetts,37,43,80,137,138.5,1200,75.5
131,530,H,Xavier,44,38,82,16,16,-1900,7.5
131,531,V,WashingtonState,28,28,56,115.5,117,160,62.5
131,532,H,Arizona,23,43,66,5,4,-185,4
131,533,V,HoustonU,38,30,68,143.5,144,650,78.5
131,534,H,MemphisU,43,40,83,12.5,13,-1000,7
131,535,V,Mississippi,33,34,67,146,146,400,77
131,536,H,MississippiSt,37,26,63,9,9.5,-500,4.5
131,537,V,Delaware,22,37,59,125.5,127.5,650,67
131,538,H,Northeastern,32,41,73,14,13,-1000,5
131,539,V,Michigan,26,23,49,131.5,131,488,68
131,540,H,Purdue,25,42,67,12.5,10.5,-675,7
131,541,V,NorthernIowa,30,31,61,6.5,6,-265,5.5
131,542,H,IndianaState,37,20,57,123.5,124.5,225,68
131,543,V,Oklahoma,33,45,78,10,9,-470,6.5
131,544,H,IowaState,33,35,68,134,134.5,375,72
131,545,V,Vanderbilt,41,41,82,132,133.5,230,73.5
131,546,H,Auburn,36,39,75,7,6,-270,6
131,547,V,EastCarolina,37,33,70,1.5,137,-110,2.5
131,548,H,Rice,44,32,76,138,pk,-110,74
131,549,V,MiamiOhio,27,39,66,10.5,10.5,-650,4.5
131,550,H,EasternMichigan,21,30,51,114.5,114,475,61
131,551,V,KentState,21,44,65,126,128,125,65.5
131,552,H,WesternMichigan,20,27,47,1,2.5,-145,2.5
131,553,V,LaSalle,35,45,88,152.5,150,360,80.5
131,554,H,RhodeIsland,46,34,98,9,9,-450,3
131,555,V,Ohio,20,24,44,1.5,2.5,-145,3
131,556,H,BallState,27,24,51,119.5,122,125,65
131,557,V,Georgetown,42,40,82,141,139,220,76.5
131,558,H,Marquette,42,52,94,6,6,-260,4
131,559,V,OklahomaState,24,40,64,145,145,135,2.5
131,560,H,TexasA&M,38,38,76,2.5,3,-155,75.5
131,561,V,SMU,23,32,55,122,123.5,1200,66
131,562,H,Tulsa,29,35,64,16.5,15.5,-1900,7.5
131,563,V,CentralFlorida,34,30,79,4,2.5,-145,2
131,564,H,Tulane,36,28,74,128,128.5,125,71
131,565,V,SouthCarolina,36,42,78,146.5,146,400,35.5
131,566,H,Kentucky,37,40,77,9.5,9,-500,3
131,567,V,NewOrleansU,22,31,53,136,134,700,69.5
131,568,H,SouthAlabama,31,25,56,12.5,13,-1100,5
131,569,V,SanJoseState,23,30,53,1,1,-118,1
131,570,H,LouisianaTech,23,28,51,129,125.5,-102,65.5
131,571,V,NorthCarolina,43,50,93,15,14,-1200,5
131,572,H,NCState,31,45,76,154.5,155,775,82
131,573,V,NewMexico,30,38,68,137,136.5,185,73
131,574,H,UtahU,38,31,69,5,5,-225,1
131,575,V,Stanford,30,33,63,141,141,525,75
131,576,H,UCLA,41,56,97,9.5,11,-750,3.5
131,577,V,Bradley,29,36,65,132,131,280,70
131,578,H,IllinoisState,34,35,69,8,8,-340,3.5
131,579,V,OhioState,37,56,93,7,6.5,-290,5.5
131,580,H,IndianaU,39,42,81,124,125.5,245,69.5
131,581,V,Providence,34,27,61,152.5,153,700,81
131,582,H,Connecticut,38,56,94,13,13,-1100,6.5
131,583,V,KansasState,32,42,85,135.5,136.5,425,71.5
131,584,H,Texas,22,52,81,10.5,9.5,-550,8.5
131,585,V,Colorado,25,36,61,135.5,135.5,2000,71.5
131,586,H,Kansas,41,25,66,21.5,21.5,-4000,8
131,587,V,UNLV,29,30,59,10.5,9,-450,2.5
131,588,H,AirForce,19,19,38,118,118,360,64
131,589,V,Drexel,32,28,60,4,3.5,-165,66.5
131,590,H,Towson,24,29,53,128,124.5,145,0.5
131,591,V,Arkansas,21,48,69,142,143.5,425,74.5
131,592,H,LSU,41,38,79,11,10,-550,1
131,593,V,Drake,21,26,47,122,122,110,1.5
131,594,H,WichitaState,32,31,63,1.5,2,-130,65.5
131,595,V,BowlingGreen,34,35,69,3.5,3,-150,3.5
131,596,H,NoIllinois,35,26,61,131.5,131,130,71
131,597,V,GeorgiaState,20,38,58,111.5,115,160,62.5
131,598,H,William&Mary,18,33,51,3.5,4,-185,4
131,599,V,WashingtonU,41,43,84,138,136.5,230,74
131,600,H,ArizonaState,29,42,71,5,6,-270,6
131,601,V,Wyoming,27,33,60,160,159,1150,81.5
131,602,H,BYU,43,41,84,16.5,16,-1800,5
131,603,V,SanDiego,18,29,47,128.5,127,1750,66
131,604,H,Gonzaga,27,37,64,19.5,18.5,-3500,9.5
131,605,V,Baylor,39,33,72,160,163.5,300,86
131,606,H,Missouri,40,49,89,6.5,8,-360,5
131,607,V,Richmond,13,52,65,129.5,132,473,67.5
131,608,H,Temple,16,58,74,11.5,10.5,-645,5.5
131,609,V,Toledo,24,19,43,126,127.5,850,66
131,610,H,Buffalo,29,27,56,14.5,14.5,-1300,7.5
131,611,V,UAB,38,31,75,5.5,4.5,-200,1.5
131,612,H,Marshall,35,34,73,142,142,170,76
131,613,V,Princeton,32,45,77,120,120,245,66.5
131,614,H,Harvard,32,39,71,6,6.5,-290,4
131,615,V,ULLafayette,20,27,47,133,137.5,-110,2
131,616,H,FlaAtlantic,25,38,63,1,pk,-110,71
131,617,V,Yale,13,23,36,133.5,136,700,69.5
131,618,H,Cornell,34,30,64,14.5,13,-1100,2.5
131,619,V,SaintLouis,44,44,88,5.5,4.5,-200,67
131,620,H,Fordham,27,31,58,123,121,170,2.5
131,621,V,JamesMadison,32,47,79,6.5,6,-275,5.5
131,622,H,NCWilmington,41,32,73,155.5,154.5,235,81
131,623,V,St.Bonaventure,40,28,68,159,162,550,85.5
131,624,H,Duquesne,39,35,74,11.5,11.5,-800,7
131,625,V,Pennsylvania,23,37,60,4,6,-240,5
131,626,H,Dartmouth,28,35,63,133.5,133.5,200,69
131,627,V,GeorgeMason,38,33,71,123,123.5,135,30.5
131,628,H,OldDominion,41,32,73,1,3,-155,0.5
131,629,V,CentralMichigan,14,29,43,127.5,128,700,66.5
131,630,H,Akron,28,36,64,14,13,-1100,3.5
131,631,V,Georgia,35,35,70,131.5,132.5,345,73
131,632,H,Alabama,40,35,75,7.5,9,-430,4
131,633,V,DetroitU,27,28,68,130,126.5,150,67
131,634,H,YoungstownState,28,27,64,4.5,3.5,-170,2.5
131,635,V,Brown,29,30,59,126.5,126.5,160,67.5
131,636,H,Columbia,28,37,65,4.5,4,-185,3.5
131,637,V,Oregon,35,19,54,132,132.5,150,71
131,638,H,OregonState,30,27,57,3,3.5,-170,4
131,639,V,ArkansasLR,37,41,78,2,3,-160,68
131,640,H,FloridaIntl,28,29,57,123,124.5,140,1
131,641,V,WrightState,17,33,50,110.5,114,240,1
131,642,H,ClevelandState,35,24,59,6,6.5,-280,61.5
131,643,V,VirginiaTech,21,45,66,142.5,142.5,135,72.5
131,644,H,BostonCollege,23,44,67,4,3,-155,1
131,645,V,MiamiFlorida,24,44,68,137.5,140,110,72.5
131,646,H,Maryland,27,46,73,pk,1.5,-130,0.5
131,647,V,Nebraska,34,48,82,135.5,135.5,-110,72.5
131,648,H,TexasTech,27,42,69,2.5,pk,-110,2.5
131,649,V,SoIllinois,27,27,54,124.5,125,120,66.5
131,650,H,Evansville,24,36,60,1.5,2.5,-140,2
131,651,V,Wisconsin,27,36,63,1.5,122.5,100,65.5
131,652,H,Northwestern,27,39,66,120,1,-120,1
131,653,V,LoyolaChicago,34,34,68,130,131.5,550,72
131,654,H,WiscGreenBay,38,49,87,12.5,12,-800,6
131,655,V,SoMississippi,36,39,75,144,141,245,75.5
131,656,H,UTEP,41,46,87,6.5,6.5,-290,2
131,657,V,ULMonroe,28,26,54,137,138,925,74
131,658,H,MiddleTennSt,48,29,77,13.5,15,-1400,4
131,659,V,Depaul,28,28,56,132,133.5,150,71
131,660,H,Rutgers,33,42,75,3,3.5,-170,1
131,661,V,IllinoisChicago,35,27,62,135.5,135,120,70.5
131,662,H,WiscMilwaukee,21,42,63,2,2,-140,5
131,663,V,NorthTexas,34,33,67,151,149,365,76.5
131,664,H,WesternKentucky,25,46,71,9,9.5,-460,8
131,665,V,DenverU,31,36,72,131,129,220,68.5
131,666,H,Troy,24,43,76,6.5,6,-260,6
131,667,V,Hawaii,31,41,72,145,142.5,575,75.5
131,668,H,NewMexicoState,39,43,82,11.5,12,-850,4.5
